,max_protest_time,initial_people,memory_T,contact_frequency,max_threshold,proportion_of_spreaders,dose-unit,Society-Type,red_ones
47352,2,300,1,0.25,3,0.1,1,"""Closed""",10
47487,2,300,1,0.25,3,0.1,1,"""Closed""",22
47528,2,300,1,0.25,3,0.1,1,"""Closed""",12
47670,2,300,1,0.25,3,0.1,1,"""Closed""",15
47678,2,300,1,0.25,3,0.1,1,"""Closed""",20
47716,2,300,1,0.25,3,0.1,1,"""Closed""",11
47797,2,300,1,0.25,3,0.1,1,"""Closed""",17
48095,2,300,1,0.25,3,0.1,1,"""Closed""",10
48146,2,300,1,0.25,3,0.1,1,"""Closed""",13
48238,2,300,1,0.25,3,0.1,1,"""Closed""",11
48324,2,300,1,0.25,3,0.1,1,"""Closed""",19
48493,2,300,1,0.25,3,0.1,1,"""Closed""",23
48498,2,300,1,0.25,3,0.1,1,"""Closed""",16
48544,2,300,1,0.25,3,0.1,1,"""Closed""",25
48656,2,300,1,0.25,3,0.1,1,"""Closed""",16
48829,2,300,1,0.25,3,0.1,1,"""Closed""",8
48927,2,300,1,0.25,3,0.1,1,"""Closed""",14
48990,2,300,1,0.25,3,0.1,1,"""Closed""",13
49283,2,300,1,0.25,3,0.1,1,"""Closed""",10
49345,2,300,1,0.25,3,0.1,1,"""Closed""",17
49395,2,300,1,0.25,3,0.1,1,"""Closed""",17
49437,2,300,1,0.25,3,0.1,1,"""Closed""",11
49485,2,300,1,0.25,3,0.1,1,"""Closed""",10
49498,2,300,1,0.25,3,0.1,1,"""Closed""",17
49662,2,300,1,0.25,3,0.1,1,"""Closed""",17
49733,2,300,1,0.25,3,0.1,1,"""Closed""",10
49996,2,300,1,0.25,3,0.1,1,"""Closed""",17
50168,2,300,1,0.25,3,0.1,1,"""Closed""",14
50191,2,300,1,0.25,3,0.1,1,"""Closed""",20
50277,2,300,1,0.25,3,0.1,1,"""Closed""",19
50311,2,300,1,0.25,3,0.1,1,"""Closed""",11
50337,2,300,1,0.25,3,0.1,1,"""Closed""",13
50416,2,300,1,0.25,3,0.1,1,"""Closed""",11
50553,2,300,1,0.25,3,0.1,1,"""Closed""",19
50822,2,300,1,0.25,3,0.1,1,"""Closed""",16
50971,2,300,1,0.25,3,0.1,1,"""Closed""",23
51030,2,300,1,0.5,3,0.1,1,"""Closed""",23
51039,2,300,1,0.5,3,0.1,1,"""Closed""",33
51187,2,300,1,0.5,3,0.1,1,"""Closed""",28
51256,2,300,1,0.5,3,0.1,1,"""Closed""",17
51271,2,300,1,0.5,3,0.1,1,"""Closed""",22
51296,2,300,1,0.5,3,0.1,1,"""Closed""",13
51415,2,300,1,0.5,3,0.1,1,"""Closed""",21
51832,2,300,1,0.5,3,0.1,1,"""Closed""",28
51853,2,300,1,0.5,3,0.1,1,"""Closed""",28
51907,2,300,1,0.5,3,0.1,1,"""Closed""",33
51933,2,300,1,0.5,3,0.1,1,"""Closed""",16
51948,2,300,1,0.5,3,0.1,1,"""Closed""",17
52139,2,300,1,0.5,3,0.1,1,"""Closed""",22
52179,2,300,1,0.5,3,0.1,1,"""Closed""",24
52191,2,300,1,0.5,3,0.1,1,"""Closed""",16
52629,2,300,1,0.5,3,0.1,1,"""Closed""",18
52641,2,300,1,0.5,3,0.1,1,"""Closed""",23
52655,2,300,1,0.5,3,0.1,1,"""Closed""",24
52703,2,300,1,0.5,3,0.1,1,"""Closed""",26
52893,2,300,1,0.5,3,0.1,1,"""Closed""",24
52943,2,300,1,0.5,3,0.1,1,"""Closed""",20
52953,2,300,1,0.5,3,0.1,1,"""Closed""",19
52994,2,300,1,0.5,3,0.1,1,"""Closed""",22
53377,2,300,1,0.5,3,0.1,1,"""Closed""",20
53420,2,300,1,0.5,3,0.1,1,"""Closed""",18
53480,2,300,1,0.5,3,0.1,1,"""Closed""",29
53686,2,300,1,0.5,3,0.1,1,"""Closed""",16
53756,2,300,1,0.5,3,0.1,1,"""Closed""",19
53763,2,300,1,0.5,3,0.1,1,"""Closed""",25
53783,2,300,1,0.5,3,0.1,1,"""Closed""",29
53791,2,300,1,0.5,3,0.1,1,"""Closed""",24
54102,2,300,1,0.5,3,0.1,1,"""Closed""",24
54209,2,300,1,0.5,3,0.1,1,"""Closed""",11
54225,2,300,1,0.5,3,0.1,1,"""Closed""",23
54456,2,300,1,0.5,3,0.1,1,"""Closed""",30
54542,2,300,1,0.5,3,0.1,1,"""Closed""",31
54584,2,300,1,0.5,3,0.1,1,"""Closed""",18
54587,2,300,1,0.5,3,0.1,1,"""Closed""",23
54690,2,300,1,0.5,3,0.1,1,"""Closed""",18
54938,2,300,1,0.5,3,0.1,1,"""Closed""",19
54976,2,300,1,0.5,3,0.1,1,"""Closed""",15
55001,2,300,1,0.5,3,0.1,1,"""Closed""",31
55261,2,300,1,0.5,3,0.1,1,"""Closed""",13
55394,2,300,1,0.5,3,0.1,1,"""Closed""",23
55397,2,300,1,0.5,3,0.1,1,"""Closed""",12
55400,2,300,1,0.5,3,0.1,1,"""Closed""",15
55595,2,300,1,0.5,3,0.1,1,"""Closed""",28
55738,2,300,1,0.5,3,0.1,1,"""Closed""",22
55762,2,300,1,0.5,3,0.1,1,"""Closed""",27
55775,2,300,1,0.5,3,0.1,1,"""Closed""",25
56120,2,300,1,0.75,3,0.1,1,"""Closed""",33
56181,2,300,1,0.75,3,0.1,1,"""Closed""",27
56186,2,300,1,0.75,3,0.1,1,"""Closed""",33
56202,2,300,1,0.75,3,0.1,1,"""Closed""",34
56433,2,300,1,0.75,3,0.1,1,"""Closed""",47
56515,2,300,1,0.75,3,0.1,1,"""Closed""",32
56537,2,300,1,0.75,3,0.1,1,"""Closed""",43
56590,2,300,1,0.75,3,0.1,1,"""Closed""",23
56944,2,300,1,0.75,3,0.1,1,"""Closed""",31
56980,2,300,1,0.75,3,0.1,1,"""Closed""",22
57006,2,300,1,0.75,3,0.1,1,"""Closed""",29
57058,2,300,1,0.75,3,0.1,1,"""Closed""",38
57217,2,300,1,0.75,3,0.1,1,"""Closed""",21
57317,2,300,1,0.75,3,0.1,1,"""Closed""",22
57357,2,300,1,0.75,3,0.1,1,"""Closed""",34
57381,2,300,1,0.75,3,0.1,1,"""Closed""",43
57737,2,300,1,0.75,3,0.1,1,"""Closed""",31
57774,2,300,1,0.75,3,0.1,1,"""Closed""",26
57793,2,300,1,0.75,3,0.1,1,"""Closed""",44
57891,2,300,1,0.75,3,0.1,1,"""Closed""",25
58093,2,300,1,0.75,3,0.1,1,"""Closed""",32
58116,2,300,1,0.75,3,0.1,1,"""Closed""",24
58164,2,300,1,0.75,3,0.1,1,"""Closed""",29
58203,2,300,1,0.75,3,0.1,1,"""Closed""",41
58511,2,300,1,0.75,3,0.1,1,"""Closed""",23
58520,2,300,1,0.75,3,0.1,1,"""Closed""",35
58601,2,300,1,0.75,3,0.1,1,"""Closed""",25
58661,2,300,1,0.75,3,0.1,1,"""Closed""",26
58842,2,300,1,0.75,3,0.1,1,"""Closed""",32
58915,2,300,1,0.75,3,0.1,1,"""Closed""",22
59186,2,300,1,0.75,3,0.1,1,"""Closed""",36
59189,2,300,1,0.75,3,0.1,1,"""Closed""",21
59211,2,300,1,0.75,3,0.1,1,"""Closed""",25
59276,2,300,1,0.75,3,0.1,1,"""Closed""",26
59342,2,300,1,0.75,3,0.1,1,"""Closed""",24
59468,2,300,1,0.75,3,0.1,1,"""Closed""",36
59674,2,300,1,0.75,3,0.1,1,"""Closed""",29
59700,2,300,1,0.75,3,0.1,1,"""Closed""",37
59958,2,300,1,0.75,3,0.1,1,"""Closed""",34
59975,2,300,1,0.75,3,0.1,1,"""Closed""",25
60053,2,300,1,0.75,3,0.1,1,"""Closed""",28
60153,2,300,1,0.75,3,0.1,1,"""Closed""",30
60198,2,300,1,0.75,3,0.1,1,"""Closed""",31
60376,2,300,1,0.75,3,0.1,1,"""Closed""",46
60490,2,300,1,0.75,3,0.1,1,"""Closed""",25
60519,2,300,1,0.75,3,0.1,1,"""Closed""",23
60588,2,300,1,0.75,3,0.1,1,"""Closed""",22
60591,2,300,1,0.75,3,0.1,1,"""Closed""",33
60852,2,300,1,0.75,3,0.1,1,"""Closed""",25
60955,2,300,1,0.75,3,0.1,1,"""Closed""",22
60977,2,300,2,0.25,3,0.1,1,"""Closed""",47
61268,2,300,2,0.25,3,0.1,1,"""Closed""",43
61345,2,300,2,0.25,3,0.1,1,"""Closed""",46
61347,2,300,2,0.25,3,0.1,1,"""Closed""",48
61410,2,300,2,0.25,3,0.1,1,"""Closed""",50
61454,2,300,2,0.25,3,0.1,1,"""Closed""",49
61651,2,300,2,0.25,3,0.1,1,"""Closed""",45
61752,2,300,2,0.25,3,0.1,1,"""Closed""",44
61758,2,300,2,0.25,3,0.1,1,"""Closed""",45
62060,2,300,2,0.25,3,0.1,1,"""Closed""",47
62070,2,300,2,0.25,3,0.1,1,"""Closed""",51
62092,2,300,2,0.25,3,0.1,1,"""Closed""",52
62165,2,300,2,0.25,3,0.1,1,"""Closed""",48
62388,2,300,2,0.25,3,0.1,1,"""Closed""",51
62510,2,300,2,0.25,3,0.1,1,"""Closed""",36
62545,2,300,2,0.25,3,0.1,1,"""Closed""",60
62754,2,300,2,0.25,3,0.1,1,"""Closed""",48
62849,2,300,2,0.25,3,0.1,1,"""Closed""",68
62850,2,300,2,0.25,3,0.1,1,"""Closed""",40
62861,2,300,2,0.25,3,0.1,1,"""Closed""",47
62922,2,300,2,0.25,3,0.1,1,"""Closed""",42
63181,2,300,2,0.25,3,0.1,1,"""Closed""",52
63360,2,300,2,0.25,3,0.1,1,"""Closed""",45
63378,2,300,2,0.25,3,0.1,1,"""Closed""",53
63610,2,300,2,0.25,3,0.1,1,"""Closed""",64
63660,2,300,2,0.25,3,0.1,1,"""Closed""",51
63671,2,300,2,0.25,3,0.1,1,"""Closed""",45
63673,2,300,2,0.25,3,0.1,1,"""Closed""",50
63675,2,300,2,0.25,3,0.1,1,"""Closed""",51
63965,2,300,2,0.25,3,0.1,1,"""Closed""",48
64109,2,300,2,0.25,3,0.1,1,"""Closed""",56
64263,2,300,2,0.25,3,0.1,1,"""Closed""",56
64371,2,300,2,0.25,3,0.1,1,"""Closed""",48
64385,2,300,2,0.25,3,0.1,1,"""Closed""",50
64431,2,300,2,0.25,3,0.1,1,"""Closed""",43
64493,2,300,2,0.25,3,0.1,1,"""Closed""",50
64700,2,300,2,0.25,3,0.1,1,"""Closed""",53
64720,2,300,2,0.25,3,0.1,1,"""Closed""",50
64851,2,300,2,0.25,3,0.1,1,"""Closed""",49
65144,2,300,2,0.25,3,0.1,1,"""Closed""",45
65196,2,300,2,0.25,3,0.1,1,"""Closed""",56
65206,2,300,2,0.25,3,0.1,1,"""Closed""",53
65228,2,300,2,0.25,3,0.1,1,"""Closed""",54
65270,2,300,2,0.25,3,0.1,1,"""Closed""",61
65474,2,300,2,0.25,3,0.1,1,"""Closed""",45
65523,2,300,2,0.25,3,0.1,1,"""Closed""",50
65681,2,300,2,0.25,3,0.1,1,"""Closed""",43
65962,2,300,2,0.25,3,0.1,1,"""Closed""",50
65995,2,300,2,0.5,3,0.1,1,"""Closed""",96
66000,2,300,2,0.25,3,0.1,1,"""Closed""",52
66063,2,300,2,0.25,3,0.1,1,"""Closed""",64
66121,2,300,2,0.5,3,0.1,1,"""Closed""",85
66243,2,300,2,0.5,3,0.1,1,"""Closed""",96
66327,2,300,2,0.5,3,0.1,1,"""Closed""",87
66466,2,300,2,0.5,3,0.1,1,"""Closed""",97
66732,2,300,2,0.5,3,0.1,1,"""Closed""",85
66768,2,300,2,0.5,3,0.1,1,"""Closed""",83
66810,2,300,2,0.5,3,0.1,1,"""Closed""",81
66932,2,300,2,0.5,3,0.1,1,"""Closed""",108
67023,2,300,2,0.5,3,0.1,1,"""Closed""",85
67025,2,300,2,0.5,3,0.1,1,"""Closed""",87
67109,2,300,2,0.5,3,0.1,1,"""Closed""",81
67260,2,300,2,0.5,3,0.1,1,"""Closed""",97
67485,2,300,2,0.5,3,0.1,1,"""Closed""",84
67546,2,300,2,0.5,3,0.1,1,"""Closed""",97
67593,2,300,2,0.5,3,0.1,1,"""Closed""",82
67717,2,300,2,0.5,3,0.1,1,"""Closed""",86
67832,2,300,2,0.5,3,0.1,1,"""Closed""",73
67936,2,300,2,0.5,3,0.1,1,"""Closed""",99
67941,2,300,2,0.5,3,0.1,1,"""Closed""",69
68094,2,300,2,0.5,3,0.1,1,"""Closed""",83
68296,2,300,2,0.5,3,0.1,1,"""Closed""",84
68302,2,300,2,0.5,3,0.1,1,"""Closed""",99
68323,2,300,2,0.5,3,0.1,1,"""Closed""",96
68524,2,300,2,0.5,3,0.1,1,"""Closed""",84
68691,2,300,2,0.5,3,0.1,1,"""Closed""",76
68712,2,300,2,0.5,3,0.1,1,"""Closed""",93
68884,2,300,2,0.5,3,0.1,1,"""Closed""",84
68889,2,300,2,0.5,3,0.1,1,"""Closed""",70
69080,2,300,2,0.5,3,0.1,1,"""Closed""",88
69093,2,300,2,0.5,3,0.1,1,"""Closed""",86
69111,2,300,2,0.5,3,0.1,1,"""Closed""",81
69291,2,300,2,0.5,3,0.1,1,"""Closed""",78
69444,2,300,2,0.5,3,0.1,1,"""Closed""",83
69472,2,300,2,0.5,3,0.1,1,"""Closed""",94
69655,2,300,2,0.5,3,0.1,1,"""Closed""",89
69853,2,300,2,0.5,3,0.1,1,"""Closed""",80
69882,2,300,2,0.5,3,0.1,1,"""Closed""",91
69905,2,300,2,0.5,3,0.1,1,"""Closed""",83
70003,2,300,2,0.5,3,0.1,1,"""Closed""",81
70092,2,300,2,0.5,3,0.1,1,"""Closed""",92
70231,2,300,2,0.5,3,0.1,1,"""Closed""",92
70261,2,300,2,0.5,3,0.1,1,"""Closed""",71
70461,2,300,2,0.5,3,0.1,1,"""Closed""",91
70648,2,300,2,0.5,3,0.1,1,"""Closed""",72
70672,2,300,2,0.5,3,0.1,1,"""Closed""",81
70679,2,300,2,0.5,3,0.1,1,"""Closed""",82
70883,2,300,2,0.5,3,0.1,1,"""Closed""",70
70934,2,300,2,0.5,3,0.1,1,"""Closed""",69
70964,2,300,2,0.5,3,0.1,1,"""Closed""",59
71180,2,300,2,0.75,3,0.1,1,"""Closed""",135
71275,2,300,2,0.75,3,0.1,1,"""Closed""",128
71379,2,300,2,0.75,3,0.1,1,"""Closed""",139
71394,2,300,2,0.75,3,0.1,1,"""Closed""",136
71400,2,300,2,0.75,3,0.1,1,"""Closed""",119
71615,2,300,2,0.75,3,0.1,1,"""Closed""",132
71801,2,300,2,0.75,3,0.1,1,"""Closed""",147
71903,2,300,2,0.75,3,0.1,1,"""Closed""",137
72070,2,300,2,0.75,3,0.1,1,"""Closed""",144
72092,2,300,2,0.75,3,0.1,1,"""Closed""",132
72197,2,300,2,0.75,3,0.1,1,"""Closed""",143
72198,2,300,2,0.75,3,0.1,1,"""Closed""",132
72218,2,300,2,0.75,3,0.1,1,"""Closed""",134
72426,2,300,2,0.75,3,0.1,1,"""Closed""",137
72599,2,300,2,0.75,3,0.1,1,"""Closed""",149
72669,2,300,2,0.75,3,0.1,1,"""Closed""",119
72898,2,300,2,0.75,3,0.1,1,"""Closed""",135
72952,2,300,2,0.75,3,0.1,1,"""Closed""",127
72966,2,300,2,0.75,3,0.1,1,"""Closed""",152
73006,2,300,2,0.75,3,0.1,1,"""Closed""",148
73011,2,300,2,0.75,3,0.1,1,"""Closed""",150
73268,2,300,2,0.75,3,0.1,1,"""Closed""",143
73367,2,300,2,0.75,3,0.1,1,"""Closed""",134
73386,2,300,2,0.75,3,0.1,1,"""Closed""",151
73671,2,300,2,0.75,3,0.1,1,"""Closed""",149
73693,2,300,2,0.75,3,0.1,1,"""Closed""",139
73758,2,300,2,0.75,3,0.1,1,"""Closed""",126
73860,2,300,2,0.75,3,0.1,1,"""Closed""",142
74014,2,300,2,0.75,3,0.1,1,"""Closed""",134
74073,2,300,2,0.75,3,0.1,1,"""Closed""",147
74156,2,300,2,0.75,3,0.1,1,"""Closed""",131
74189,2,300,2,0.75,3,0.1,1,"""Closed""",120
74413,2,300,2,0.75,3,0.1,1,"""Closed""",129
74449,2,300,2,0.75,3,0.1,1,"""Closed""",161
74512,2,300,2,0.75,3,0.1,1,"""Closed""",140
74639,2,300,2,0.75,3,0.1,1,"""Closed""",144
74918,2,300,2,0.75,3,0.1,1,"""Closed""",138
74919,2,300,2,0.75,3,0.1,1,"""Closed""",137
74965,2,300,2,0.75,3,0.1,1,"""Closed""",137
75189,2,300,2,0.75,3,0.1,1,"""Closed""",136
75208,2,300,2,0.75,3,0.1,1,"""Closed""",145
75266,2,300,2,0.75,3,0.1,1,"""Closed""",131
75354,2,300,2,0.75,3,0.1,1,"""Closed""",132
75399,2,300,2,0.75,3,0.1,1,"""Closed""",139
75670,2,300,2,0.75,3,0.1,1,"""Closed""",133
75671,2,300,2,0.75,3,0.1,1,"""Closed""",126
75723,2,300,2,0.75,3,0.1,1,"""Closed""",144
76004,2,300,2,0.75,3,0.1,1,"""Closed""",128
76019,2,300,2,0.75,3,0.1,1,"""Closed""",139
76092,2,300,2,0.75,3,0.1,1,"""Closed""",148
76147,2,300,3,0.25,3,0.1,1,"""Closed""",94
76275,2,300,3,0.25,3,0.1,1,"""Closed""",81
76424,2,300,3,0.25,3,0.1,1,"""Closed""",83
76488,2,300,3,0.25,3,0.1,1,"""Closed""",89
76519,2,300,3,0.25,3,0.1,1,"""Closed""",82
76822,2,300,3,0.25,3,0.1,1,"""Closed""",77
76828,2,300,3,0.25,3,0.1,1,"""Closed""",86
76870,2,300,3,0.25,3,0.1,1,"""Closed""",85
76983,2,300,3,0.25,3,0.1,1,"""Closed""",89
77087,2,300,3,0.25,3,0.1,1,"""Closed""",79
77278,2,300,3,0.25,3,0.1,1,"""Closed""",86
77280,2,300,3,0.25,3,0.1,1,"""Closed""",82
77374,2,300,3,0.25,3,0.1,1,"""Closed""",84
77595,2,300,3,0.25,3,0.1,1,"""Closed""",90
77675,2,300,3,0.25,3,0.1,1,"""Closed""",70
77680,2,300,3,0.25,3,0.1,1,"""Closed""",76
77740,2,300,3,0.25,3,0.1,1,"""Closed""",96
77860,2,300,3,0.25,3,0.1,1,"""Closed""",79
77906,2,300,3,0.25,3,0.1,1,"""Closed""",96
78211,2,300,3,0.25,3,0.1,1,"""Closed""",92
78240,2,300,3,0.25,3,0.1,1,"""Closed""",82
78332,2,300,3,0.25,3,0.1,1,"""Closed""",91
78342,2,300,3,0.25,3,0.1,1,"""Closed""",93
78400,2,300,3,0.25,3,0.1,1,"""Closed""",85
78686,2,300,3,0.25,3,0.1,1,"""Closed""",87
78699,2,300,3,0.25,3,0.1,1,"""Closed""",86
78786,2,300,3,0.25,3,0.1,1,"""Closed""",89
78998,2,300,3,0.25,3,0.1,1,"""Closed""",100
79040,2,300,3,0.25,3,0.1,1,"""Closed""",88
79124,2,300,3,0.25,3,0.1,1,"""Closed""",82
79162,2,300,3,0.25,3,0.1,1,"""Closed""",71
79203,2,300,3,0.25,3,0.1,1,"""Closed""",86
79512,2,300,3,0.25,3,0.1,1,"""Closed""",73
79532,2,300,3,0.25,3,0.1,1,"""Closed""",91
79644,2,300,3,0.25,3,0.1,1,"""Closed""",69
79808,2,300,3,0.25,3,0.1,1,"""Closed""",69
79872,2,300,3,0.25,3,0.1,1,"""Closed""",85
79873,2,300,3,0.25,3,0.1,1,"""Closed""",83
80004,2,300,3,0.25,3,0.1,1,"""Closed""",68
80027,2,300,3,0.25,3,0.1,1,"""Closed""",89
80275,2,300,3,0.25,3,0.1,1,"""Closed""",80
80312,2,300,3,0.25,3,0.1,1,"""Closed""",80
80506,2,300,3,0.25,3,0.1,1,"""Closed""",101
80613,2,300,3,0.25,3,0.1,1,"""Closed""",85
80663,2,300,3,0.25,3,0.1,1,"""Closed""",85
80665,2,300,3,0.25,3,0.1,1,"""Closed""",90
80823,2,300,3,0.25,3,0.1,1,"""Closed""",83
80829,2,300,3,0.25,3,0.1,1,"""Closed""",82
81034,2,300,3,0.25,3,0.1,1,"""Closed""",87
81087,2,300,3,0.25,3,0.1,1,"""Closed""",90
81379,2,300,3,0.5,3,0.1,1,"""Closed""",144
81387,2,300,3,0.5,3,0.1,1,"""Closed""",154
81442,2,300,3,0.5,3,0.1,1,"""Closed""",152
81458,2,300,3,0.5,3,0.1,1,"""Closed""",136
81686,2,300,3,0.5,3,0.1,1,"""Closed""",140
81703,2,300,3,0.5,3,0.1,1,"""Closed""",151
81831,2,300,3,0.5,3,0.1,1,"""Closed""",143
81910,2,300,3,0.5,3,0.1,1,"""Closed""",147
82165,2,300,3,0.5,3,0.1,1,"""Closed""",147
82228,2,300,3,0.5,3,0.1,1,"""Closed""",120
82271,2,300,3,0.5,3,0.1,1,"""Closed""",146
82288,2,300,3,0.5,3,0.1,1,"""Closed""",152
82497,2,300,3,0.5,3,0.1,1,"""Closed""",144
82509,2,300,3,0.5,3,0.1,1,"""Closed""",143
82612,2,300,3,0.5,3,0.1,1,"""Closed""",153
82698,2,300,3,0.5,3,0.1,1,"""Closed""",149
83002,2,300,3,0.5,3,0.1,1,"""Closed""",148
83008,2,300,3,0.5,3,0.1,1,"""Closed""",146
83069,2,300,3,0.5,3,0.1,1,"""Closed""",145
83092,2,300,3,0.5,3,0.1,1,"""Closed""",156
83303,2,300,3,0.5,3,0.1,1,"""Closed""",157
83316,2,300,3,0.5,3,0.1,1,"""Closed""",143
83400,2,300,3,0.5,3,0.1,1,"""Closed""",146
83495,2,300,3,0.5,3,0.1,1,"""Closed""",150
83786,2,300,3,0.5,3,0.1,1,"""Closed""",134
83793,2,300,3,0.5,3,0.1,1,"""Closed""",143
83869,2,300,3,0.5,3,0.1,1,"""Closed""",144
83900,2,300,3,0.5,3,0.1,1,"""Closed""",131
84036,2,300,3,0.5,3,0.1,1,"""Closed""",134
84112,2,300,3,0.5,3,0.1,1,"""Closed""",138
84331,2,300,3,0.5,3,0.1,1,"""Closed""",141
84357,2,300,3,0.5,3,0.1,1,"""Closed""",136
84571,2,300,3,0.5,3,0.1,1,"""Closed""",139
84577,2,300,3,0.5,3,0.1,1,"""Closed""",138
84649,2,300,3,0.5,3,0.1,1,"""Closed""",161
84736,2,300,3,0.5,3,0.1,1,"""Closed""",149
84804,2,300,3,0.5,3,0.1,1,"""Closed""",139
85109,2,300,3,0.5,3,0.1,1,"""Closed""",143
85132,2,300,3,0.5,3,0.1,1,"""Closed""",164
85154,2,300,3,0.5,3,0.1,1,"""Closed""",138
85338,2,300,3,0.5,3,0.1,1,"""Closed""",117
85374,2,300,3,0.5,3,0.1,1,"""Closed""",148
85381,2,300,3,0.5,3,0.1,1,"""Closed""",133
85598,2,300,3,0.5,3,0.1,1,"""Closed""",137
85834,2,300,3,0.5,3,0.1,1,"""Closed""",160
85877,2,300,3,0.5,3,0.1,1,"""Closed""",139
85898,2,300,3,0.5,3,0.1,1,"""Closed""",142
85901,2,300,3,0.5,3,0.1,1,"""Closed""",152
86037,2,300,3,0.5,3,0.1,1,"""Closed""",137
86115,2,300,3,0.5,3,0.1,1,"""Closed""",143
86155,2,300,3,0.75,3,0.1,1,"""Closed""",165
86506,2,300,3,0.75,3,0.1,1,"""Closed""",180
86599,2,300,3,0.75,3,0.1,1,"""Closed""",182
86620,2,300,3,0.75,3,0.1,1,"""Closed""",161
86685,2,300,3,0.75,3,0.1,1,"""Closed""",189
86820,2,300,3,0.75,3,0.1,1,"""Closed""",169
86882,2,300,3,0.75,3,0.1,1,"""Closed""",170
86922,2,300,3,0.75,3,0.1,1,"""Closed""",182
87002,2,300,3,0.75,3,0.1,1,"""Closed""",166
87312,2,300,3,0.75,3,0.1,1,"""Closed""",165
87403,2,300,3,0.75,3,0.1,1,"""Closed""",180
87440,2,300,3,0.75,3,0.1,1,"""Closed""",172
87505,2,300,3,0.75,3,0.1,1,"""Closed""",160
87602,2,300,3,0.75,3,0.1,1,"""Closed""",170
87696,2,300,3,0.75,3,0.1,1,"""Closed""",178
87702,2,300,3,0.75,3,0.1,1,"""Closed""",168
87865,2,300,3,0.75,3,0.1,1,"""Closed""",165
88125,2,300,3,0.75,3,0.1,1,"""Closed""",175
88163,2,300,3,0.75,3,0.1,1,"""Closed""",169
88272,2,300,3,0.75,3,0.1,1,"""Closed""",168
88290,2,300,3,0.75,3,0.1,1,"""Closed""",158
88374,2,300,3,0.75,3,0.1,1,"""Closed""",181
88397,2,300,3,0.75,3,0.1,1,"""Closed""",176
88452,2,300,3,0.75,3,0.1,1,"""Closed""",173
88909,2,300,3,0.75,3,0.1,1,"""Closed""",174
88962,2,300,3,0.75,3,0.1,1,"""Closed""",175
89004,2,300,3,0.75,3,0.1,1,"""Closed""",164
89044,2,300,3,0.75,3,0.1,1,"""Closed""",161
89142,2,300,3,0.75,3,0.1,1,"""Closed""",168
89160,2,300,3,0.75,3,0.1,1,"""Closed""",164
89168,2,300,3,0.75,3,0.1,1,"""Closed""",177
89185,2,300,3,0.75,3,0.1,1,"""Closed""",168
89644,2,300,3,0.75,3,0.1,1,"""Closed""",179
89740,2,300,3,0.75,3,0.1,1,"""Closed""",172
89774,2,300,3,0.75,3,0.1,1,"""Closed""",170
89894,2,300,3,0.75,3,0.1,1,"""Closed""",166
89919,2,300,3,0.75,3,0.1,1,"""Closed""",166
89931,2,300,3,0.75,3,0.1,1,"""Closed""",177
90077,2,300,3,0.75,3,0.1,1,"""Closed""",171
90109,2,300,3,0.75,3,0.1,1,"""Closed""",159
90453,2,300,3,0.75,3,0.1,1,"""Closed""",180
90532,2,300,3,0.75,3,0.1,1,"""Closed""",172
90552,2,300,3,0.75,3,0.1,1,"""Closed""",181
90677,2,300,3,0.75,3,0.1,1,"""Closed""",167
90702,2,300,3,0.75,3,0.1,1,"""Closed""",174
90713,2,300,3,0.75,3,0.1,1,"""Closed""",173
90941,2,300,3,0.75,3,0.1,1,"""Closed""",174
91033,2,300,3,0.75,3,0.1,1,"""Closed""",177
91288,2,300,3,0.75,3,0.1,1,"""Closed""",168
91299,3,300,1,0.25,3,0.1,1,"""Closed""",14
91406,3,300,1,0.25,3,0.1,1,"""Closed""",18
91427,3,300,1,0.25,3,0.1,1,"""Closed""",10
91454,2,300,3,0.75,3,0.1,1,"""Closed""",164
91469,3,300,1,0.25,3,0.1,1,"""Closed""",18
91803,3,300,1,0.25,3,0.1,1,"""Closed""",24
91876,3,300,1,0.25,3,0.1,1,"""Closed""",11
92077,3,300,1,0.25,3,0.1,1,"""Closed""",18
92122,3,300,1,0.25,3,0.1,1,"""Closed""",16
92172,3,300,1,0.25,3,0.1,1,"""Closed""",20
92210,3,300,1,0.25,3,0.1,1,"""Closed""",12
92229,3,300,1,0.25,3,0.1,1,"""Closed""",15
92273,3,300,1,0.25,3,0.1,1,"""Closed""",18
92600,3,300,1,0.25,3,0.1,1,"""Closed""",12
92741,3,300,1,0.25,3,0.1,1,"""Closed""",13
92830,3,300,1,0.25,3,0.1,1,"""Closed""",14
92839,3,300,1,0.25,3,0.1,1,"""Closed""",25
93009,3,300,1,0.25,3,0.1,1,"""Closed""",19
93030,3,300,1,0.25,3,0.1,1,"""Closed""",16
93144,3,300,1,0.25,3,0.1,1,"""Closed""",11
93201,3,300,1,0.25,3,0.1,1,"""Closed""",20
93289,3,300,1,0.25,3,0.1,1,"""Closed""",19
93459,3,300,1,0.25,3,0.1,1,"""Closed""",18
93495,3,300,1,0.25,3,0.1,1,"""Closed""",17
93708,3,300,1,0.25,3,0.1,1,"""Closed""",18
93888,3,300,1,0.25,3,0.1,1,"""Closed""",17
93916,3,300,1,0.25,3,0.1,1,"""Closed""",25
93951,3,300,1,0.25,3,0.1,1,"""Closed""",22
94037,3,300,1,0.25,3,0.1,1,"""Closed""",21
